                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0335,                 3.6861,                 1.4127,                0.35265,                0.12565,                 0.1914,                0.10163,                0.80324,                 3.6551,                 1.2306,                0.00035,                0.00035,                0.00035
                      2,                 1.0365,                 3.2268,                 1.3539,                0.23534,                0.25823,                0.22153,                 0.1428,                0.91363,                 3.0908,                 1.3073,             0.00071015,             0.00071015,             0.00071015
                      3,                 1.0897,                 2.7379,                 1.3824,                0.32172,                0.31409,                 0.2691,                0.18626,                0.91786,                 2.8134,                 1.2891,              0.0010679,              0.0010679,              0.0010679
                      4,                 1.1231,                 2.3829,                 1.4171,                0.31144,                0.45823,                0.35083,                0.25998,                0.93389,                 2.1384,                 1.2995,              0.0012376,              0.0012376,              0.0012376
                      5,                 1.1112,                 2.1754,                 1.4097,                0.26769,                0.38377,                0.26996,                0.18915,                 1.0009,                 2.3312,                 1.3256,              0.0012376,              0.0012376,              0.0012376
                      6,                 1.1066,                 2.0943,                 1.4003,                0.30669,                0.49565,                0.41283,                0.30134,                 0.9649,                 1.9629,                 1.3428,              0.0012335,              0.0012335,              0.0012335
                      7,                 1.0355,                 2.0566,                 1.3952,                0.31198,                0.57758,                0.33086,                0.24624,                0.86985,                 1.8689,                 1.2661,              0.0012294,              0.0012294,              0.0012294
                      8,                 1.0925,                 2.0255,                 1.4178,                 0.3368,                0.51654,                0.38033,                0.28318,                0.91066,                 1.7524,                 1.2907,              0.0012252,              0.0012252,              0.0012252
                      9,                 1.0662,                 1.9248,                 1.3736,                0.33157,                 0.4785,                0.45536,                0.34168,                0.96157,                 1.7053,                 1.3324,              0.0012211,              0.0012211,              0.0012211
                     10,                 1.0483,                 1.8833,                 1.3744,                0.26623,                0.65359,                0.35644,                0.27037,                0.90689,                 1.7744,                 1.2935,               0.001217,               0.001217,               0.001217
                     11,                 1.0144,                 1.8624,                  1.365,                 0.3036,                0.63675,                0.38542,                0.30148,                0.85766,                 1.6912,                 1.2564,              0.0012129,              0.0012129,              0.0012129
                     12,                 1.0244,                 1.8113,                 1.3652,                0.36765,                0.56545,                0.43748,                0.33178,                 0.8814,                 1.5972,                 1.2916,              0.0012087,              0.0012087,              0.0012087
                     13,                 1.0318,                 1.8078,                 1.3443,                0.37621,                0.52534,                0.41149,                0.31346,                0.87727,                  1.602,                 1.2591,              0.0012046,              0.0012046,              0.0012046
                     14,                 1.0291,                   1.77,                 1.3446,                0.27602,                 0.6452,                0.38404,                0.28378,                 0.9328,                 1.6876,                 1.2729,              0.0012005,              0.0012005,              0.0012005
                     15,                 1.0236,                 1.7221,                 1.3438,                0.38871,                0.42526,                0.41346,                 0.3108,                0.94066,                 1.6663,                 1.3078,              0.0011964,              0.0011964,              0.0011964
                     16,                0.99488,                 1.6872,                 1.3376,                0.41606,                0.50521,                0.45836,                0.33677,                0.93433,                 1.6167,                 1.2863,              0.0011922,              0.0011922,              0.0011922
                     17,                0.98437,                 1.6861,                 1.3279,                0.29528,                0.50391,                0.35882,                0.26145,                0.98486,                 1.7696,                 1.3533,              0.0011881,              0.0011881,              0.0011881
                     18,                 1.0126,                 1.6766,                 1.3334,                0.31279,                0.53526,                0.37869,                0.28557,                0.97023,                 1.6702,                 1.3356,               0.001184,               0.001184,               0.001184
                     19,                0.95152,                 1.6289,                 1.2842,                0.43075,                 0.4938,                0.43911,                0.32624,                 0.9697,                 1.6083,                 1.3391,              0.0011799,              0.0011799,              0.0011799
                     20,                0.99969,                 1.6683,                 1.3289,                0.32237,                0.52623,                0.44963,                0.33768,                0.96222,                 1.5604,                 1.3535,              0.0011757,              0.0011757,              0.0011757
                     21,                0.99399,                 1.5777,                 1.3114,                0.34872,                0.51721,                 0.4491,                0.33662,                0.92359,                 1.5296,                 1.2863,              0.0011716,              0.0011716,              0.0011716
                     22,                0.96723,                  1.571,                 1.2857,                0.40715,                0.40222,                0.40023,                0.30469,                0.94787,                 1.6377,                 1.3039,              0.0011675,              0.0011675,              0.0011675
                     23,                0.97652,                 1.5505,                 1.3049,                0.44139,                0.50351,                 0.4474,                 0.3433,                0.86604,                 1.4814,                 1.2642,              0.0011634,              0.0011634,              0.0011634
                     24,                0.95179,                 1.5308,                 1.2984,                0.33389,                0.61217,                0.46023,                0.35413,                0.92903,                 1.4894,                 1.3387,              0.0011593,              0.0011593,              0.0011593
                     25,                0.97094,                 1.5156,                 1.2914,                0.40565,                0.52429,                0.43642,                0.33477,                0.89397,                 1.5367,                 1.2798,              0.0011551,              0.0011551,              0.0011551
                     26,                0.91668,                 1.4854,                  1.282,                0.46008,                0.45951,                0.50427,                0.39468,                0.89825,                 1.4253,                 1.2615,               0.001151,               0.001151,               0.001151
                     27,                  0.931,                 1.4574,                 1.2702,                 0.5194,                0.33798,                0.44469,                0.34359,                0.90529,                 1.4982,                 1.2845,              0.0011469,              0.0011469,              0.0011469
                     28,                0.94379,                 1.5068,                 1.2817,                0.33327,                 0.6315,                0.41538,                0.32076,                0.87742,                 1.5287,                 1.2527,              0.0011428,              0.0011428,              0.0011428
                     29,                0.93286,                 1.4112,                 1.2539,                0.40026,                  0.499,                 0.4372,                0.34317,                0.91842,                 1.5091,                 1.3217,              0.0011386,              0.0011386,              0.0011386
                     30,                0.91978,                  1.429,                 1.2745,                 0.4532,                0.46988,                 0.4466,                0.33981,                0.92612,                  1.444,                   1.31,              0.0011345,              0.0011345,              0.0011345
                     31,                0.95037,                 1.4508,                 1.2945,                0.33776,                0.56132,                0.48083,                0.36649,                0.91924,                 1.4723,                 1.3117,              0.0011304,              0.0011304,              0.0011304
                     32,                 0.9101,                 1.4129,                  1.258,                0.40938,                0.49951,                0.46544,                0.36987,                0.88208,                 1.4652,                 1.2767,              0.0011263,              0.0011263,              0.0011263
                     33,                0.90035,                 1.4107,                 1.2483,                0.34443,                0.68492,                0.44424,                0.33798,                0.95956,                  1.495,                 1.3268,              0.0011221,              0.0011221,              0.0011221
                     34,                0.92108,                 1.3918,                 1.2571,                0.41546,                0.61559,                 0.5185,                0.38987,                0.91943,                 1.4401,                 1.3034,               0.001118,               0.001118,               0.001118
                     35,                0.96453,                 1.4273,                 1.2781,                0.35419,                0.67267,                0.45055,                0.33912,                0.90449,                 1.5042,                 1.3062,              0.0011139,              0.0011139,              0.0011139
                     36,                0.93067,                 1.3946,                 1.2857,                 0.4401,                0.57571,                0.53914,                0.41237,                0.89098,                 1.4942,                 1.2963,              0.0011098,              0.0011098,              0.0011098
                     37,                0.91858,                 1.4014,                 1.2628,                 0.4192,                0.57226,                0.43368,                0.33098,                 0.8774,                 1.5586,                 1.2732,              0.0011056,              0.0011056,              0.0011056
                     38,                0.93189,                 1.4084,                 1.2796,                0.39665,                0.59505,                  0.485,                0.37485,                0.82897,                 1.4205,                 1.2215,              0.0011015,              0.0011015,              0.0011015
                     39,                0.88926,                 1.3703,                  1.255,                 0.4115,                0.51377,                0.45991,                0.35841,                0.86055,                 1.5098,                 1.2606,              0.0010974,              0.0010974,              0.0010974
                     40,                0.89517,                 1.3308,                  1.245,                0.41085,                0.63393,                0.55024,                0.41556,                0.90046,                 1.4789,                 1.2922,              0.0010933,              0.0010933,              0.0010933
                     41,                0.88861,                 1.3557,                 1.2569,                0.54313,                0.47784,                0.56206,                0.42532,                0.91708,                 1.4304,                 1.3151,              0.0010891,              0.0010891,              0.0010891
                     42,                0.92663,                 1.3701,                 1.2951,                0.55548,                0.50483,                0.56055,                0.42314,                0.85946,                 1.3867,                 1.2904,               0.001085,               0.001085,               0.001085
                     43,                0.87011,                 1.2943,                 1.2343,                0.42249,                0.63261,                0.50837,                0.38679,                0.90394,                 1.5667,                 1.3081,              0.0010809,              0.0010809,              0.0010809
                     44,                0.91302,                 1.3477,                 1.2759,                0.43886,                 0.5549,                0.50321,                0.37134,                0.96953,                 1.5019,                 1.3318,              0.0010768,              0.0010768,              0.0010768
                     45,                0.92842,                 1.3163,                 1.2691,                 0.4323,                0.60503,                0.52066,                0.39304,                0.93119,                 1.4624,                 1.3118,              0.0010726,              0.0010726,              0.0010726
                     46,                 0.9361,                 1.3247,                 1.2757,                0.43513,                0.49087,                0.48422,                0.37445,                0.91487,                 1.4739,                   1.29,              0.0010685,              0.0010685,              0.0010685
                     47,                0.91385,                 1.2903,                 1.2494,                0.45804,                0.54981,                0.51396,                0.39802,                0.89947,                 1.4994,                 1.3124,              0.0010644,              0.0010644,              0.0010644
                     48,                0.91359,                 1.3394,                 1.2698,                0.39024,                0.57899,                0.45123,                0.33443,                0.98402,                 1.6412,                 1.3726,              0.0010603,              0.0010603,              0.0010603
                     49,                0.90236,                 1.3114,                 1.2603,                0.46107,                0.55427,                0.50829,                0.38453,                0.91485,                 1.4177,                  1.296,              0.0010561,              0.0010561,              0.0010561
                     50,                0.87797,                 1.2504,                 1.2339,                0.47799,                 0.4539,                0.47668,                0.36356,                0.92391,                 1.5102,                 1.3192,               0.001052,               0.001052,               0.001052
                     51,                0.87198,                  1.226,                 1.2369,                0.37262,                 0.5982,                0.49565,                 0.3843,                0.86573,                 1.4505,                 1.2876,              0.0010479,              0.0010479,              0.0010479
                     52,                 0.9091,                  1.272,                 1.2497,                0.44169,                 0.5648,                0.51166,                0.39118,                0.89965,                 1.4575,                 1.2947,              0.0010438,              0.0010438,              0.0010438
                     53,                0.87745,                 1.2467,                 1.2161,                0.45517,                0.68621,                0.56899,                0.42882,                0.87193,                 1.4221,                 1.2596,              0.0010396,              0.0010396,              0.0010396
                     54,                0.88154,                 1.2752,                 1.2349,                0.44312,                0.57755,                0.50589,                0.37716,                0.95629,                 1.5419,                 1.3185,              0.0010355,              0.0010355,              0.0010355
                     55,                0.85764,                 1.2455,                 1.2216,                0.51357,                0.57201,                0.54944,                0.41402,                0.90923,                 1.5823,                 1.3071,              0.0010314,              0.0010314,              0.0010314
                     56,                0.88139,                 1.2356,                 1.2667,                 0.4978,                0.57214,                0.53679,                0.39923,                0.97062,                 1.5531,                  1.351,              0.0010273,              0.0010273,              0.0010273
                     57,                0.90287,                 1.2629,                 1.2643,                0.40438,                0.64951,                0.50224,                0.38064,                0.92391,                 1.4931,                 1.3213,              0.0010231,              0.0010231,              0.0010231
                     58,                0.90155,                 1.2682,                 1.2548,                0.41326,                0.54194,                0.45937,                0.34062,                 0.9509,                 1.5172,                 1.3216,               0.001019,               0.001019,               0.001019
                     59,                0.87298,                 1.2486,                 1.2355,                0.49776,                0.56105,                0.58449,                0.44375,                0.88323,                 1.4588,                 1.2694,              0.0010149,              0.0010149,              0.0010149
                     60,                0.86502,                 1.2102,                 1.2285,                  0.454,                0.65162,                0.54177,                0.41841,                0.89663,                 1.4519,                 1.2942,              0.0010107,              0.0010107,              0.0010107
                     61,                0.88805,                 1.2202,                 1.2228,                0.49087,                0.59331,                0.56295,                0.41527,                0.91106,                 1.4405,                 1.2972,              0.0010066,              0.0010066,              0.0010066
                     62,                0.86042,                 1.2124,                 1.2276,                0.46832,                0.58272,                0.48657,                0.37462,                0.89833,                 1.5262,                 1.2998,              0.0010025,              0.0010025,              0.0010025
                     63,                0.82912,                 1.1496,                 1.1954,                0.43745,                0.63536,                0.52364,                0.39343,                0.89559,                 1.4233,                 1.2839,             0.00099837,             0.00099837,             0.00099837
                     64,                0.86744,                  1.202,                 1.2521,                0.37693,                0.62132,                0.49286,                0.37574,                0.85116,                 1.3949,                  1.228,             0.00099425,             0.00099425,             0.00099425
                     65,                0.83901,                 1.1733,                 1.2253,                0.52139,                0.50569,                0.53866,                0.40653,                0.86274,                 1.4362,                 1.2565,             0.00099013,             0.00099013,             0.00099013
                     66,                0.86148,                 1.2137,                 1.2309,                0.48217,                0.65936,                0.55655,                0.41935,                0.87842,                  1.397,                 1.2799,               0.000986,               0.000986,               0.000986
                     67,                  0.852,                 1.2164,                 1.2155,                0.46588,                0.59241,                0.49906,                0.38747,                0.90947,                 1.4828,                 1.3031,             0.00098187,             0.00098187,             0.00098187
                     68,                0.86185,                 1.1872,                 1.2411,                0.45267,                0.64349,                0.57348,                0.42776,                0.88245,                 1.4722,                 1.2845,             0.00097775,             0.00097775,             0.00097775
                     69,                0.86377,                 1.2108,                  1.225,                0.46843,                0.43641,                0.47136,                 0.3443,                0.96748,                  1.604,                 1.3593,             0.00097362,             0.00097362,             0.00097362
                     70,                0.83433,                 1.1853,                 1.2305,                0.84787,                0.43496,                0.58555,                0.44183,                0.82996,                 1.5093,                 1.2488,              0.0009695,              0.0009695,              0.0009695
                     71,                0.84997,                 1.1834,                 1.2314,                0.47577,                0.53472,                 0.4691,                 0.3603,                0.90001,                 1.5494,                 1.2956,             0.00096537,             0.00096537,             0.00096537
                     72,                 0.8705,                 1.1855,                 1.2126,                0.64521,                0.45846,                0.55957,                0.42464,                0.89285,                 1.5716,                 1.2847,             0.00096125,             0.00096125,             0.00096125
                     73,                0.86401,                 1.2101,                 1.2273,                0.53574,                0.60711,                0.57722,                0.42358,                0.92866,                 1.4321,                 1.2941,             0.00095712,             0.00095712,             0.00095712
                     74,                0.83453,                 1.1604,                 1.2181,                0.51782,                0.64805,                0.52438,                0.38601,                0.90894,                 1.4242,                 1.2813,               0.000953,               0.000953,               0.000953
                     75,                0.83649,                 1.1717,                 1.2293,                0.48874,                 0.5693,                 0.5243,                0.39415,                0.92299,                 1.5076,                 1.2806,             0.00094887,             0.00094887,             0.00094887
                     76,                 0.8233,                 1.1319,                 1.2072,                0.59422,                0.50312,                0.51252,                0.37964,                0.95076,                 1.5674,                  1.335,             0.00094475,             0.00094475,             0.00094475
                     77,                0.84078,                 1.1935,                 1.2089,                0.53672,                0.52643,                0.52897,                0.40032,                0.90558,                 1.5005,                 1.2837,             0.00094062,             0.00094062,             0.00094062
                     78,                0.82905,                 1.1459,                 1.2202,                0.44996,                0.54486,                0.51196,                0.39917,                0.87965,                  1.388,                 1.2627,              0.0009365,              0.0009365,              0.0009365
                     79,                 0.7959,                   1.11,                  1.198,                0.38268,                0.63847,                0.47552,                0.37556,                 0.8639,                  1.414,                 1.2696,             0.00093238,             0.00093238,             0.00093238
                     80,                0.84077,                 1.1372,                 1.2149,                0.60364,                0.49313,                0.56764,                0.44004,                0.88368,                 1.3885,                 1.2866,             0.00092825,             0.00092825,             0.00092825
                     81,                0.85537,                 1.1297,                 1.2313,                 0.7863,                0.45934,                0.54751,                0.40664,                0.89072,                 1.4331,                 1.2503,             0.00092413,             0.00092413,             0.00092413
                     82,                0.84311,                 1.0819,                 1.2197,                0.54974,                0.54545,                0.52561,                0.41374,                0.88403,                 1.4272,                 1.2642,                0.00092,                0.00092,                0.00092
                     83,                0.81186,                 1.0591,                 1.1939,                0.45231,                0.48524,                0.44947,                0.34646,                 1.0014,                 1.6596,                 1.3671,             0.00091588,             0.00091588,             0.00091588
                     84,                0.84372,                 1.1035,                 1.2079,                0.54491,                0.45796,                0.54829,                0.41198,                0.90261,                 1.4957,                 1.2751,             0.00091175,             0.00091175,             0.00091175
                     85,                0.82574,                 1.0515,                  1.168,                0.55168,                0.48998,                0.50279,                0.39128,                0.88234,                 1.4629,                 1.2647,             0.00090763,             0.00090763,             0.00090763
                     86,                0.81921,                 1.0982,                 1.1971,                0.40781,                0.63339,                0.50727,                0.40825,                0.87171,                 1.4695,                  1.266,              0.0009035,              0.0009035,              0.0009035
                     87,                0.81838,                 1.0536,                 1.2018,                 0.5745,                0.54195,                0.55636,                0.41905,                0.92007,                 1.4464,                 1.2855,             0.00089938,             0.00089938,             0.00089938
                     88,                0.84386,                 1.0735,                 1.2316,                0.53232,                0.51715,                0.50487,                0.38296,                0.91884,                 1.5125,                 1.3203,             0.00089525,             0.00089525,             0.00089525
                     89,                0.84238,                 1.0744,                 1.2212,                0.42904,                0.50646,                0.47293,                0.36944,                0.88588,                 1.5242,                 1.2775,             0.00089112,             0.00089112,             0.00089112
                     90,                 0.8203,                 1.0717,                 1.1994,                0.41076,                0.53795,                 0.4708,                0.37035,                0.91944,                 1.5713,                 1.2889,               0.000887,               0.000887,               0.000887
                     91,                0.83154,                 1.0676,                 1.2063,                0.52295,                0.52658,                0.49532,                0.38088,                0.89362,                 1.5097,                 1.2684,             0.00088288,             0.00088288,             0.00088288
                     92,                0.80682,                 1.0578,                 1.1738,                0.53734,                0.52725,                0.52988,                0.41515,                0.90427,                 1.5255,                 1.2974,             0.00087875,             0.00087875,             0.00087875
                     93,                0.80655,                  1.012,                 1.1892,                 0.5751,                0.56879,                0.56438,                0.44139,                0.85942,                 1.4775,                 1.2513,             0.00087462,             0.00087462,             0.00087462
                     94,                0.80595,                 1.0211,                 1.1654,                0.51846,                0.47665,                0.50296,                0.39582,                0.86354,                 1.4925,                  1.244,              0.0008705,              0.0008705,              0.0008705
                     95,                0.77931,                 1.0128,                 1.1609,                0.44452,                0.56506,                0.51962,                0.41804,                0.81904,                   1.39,                 1.2112,             0.00086637,             0.00086637,             0.00086637
                     96,                0.77908,                 1.0221,                 1.1738,                0.61406,                0.50196,                0.57467,                 0.4255,                0.88413,                 1.4254,                  1.245,             0.00086225,             0.00086225,             0.00086225
                     97,                 0.7874,                 1.0016,                 1.1584,                0.74878,                 0.4607,                0.58203,                 0.4371,                0.90514,                 1.4744,                 1.2732,             0.00085813,             0.00085813,             0.00085813
                     98,                0.81177,                 1.0668,                 1.2068,                0.35003,                0.54664,                0.45811,                0.34574,                0.96914,                 1.6315,                 1.3169,               0.000854,               0.000854,               0.000854
                     99,                  0.795,                 1.0332,                 1.1986,                0.48177,                0.61692,                0.52315,                0.40547,                0.89821,                 1.4561,                 1.2837,             0.00084988,             0.00084988,             0.00084988
                    100,                0.79086,                 1.0233,                 1.1696,                0.45792,                0.54175,                0.49331,                0.38469,                0.87965,                 1.5073,                 1.2442,             0.00084575,             0.00084575,             0.00084575
                    101,                0.78806,                 1.0023,                 1.1627,                0.59159,                0.54151,                0.56785,                0.43957,                0.88346,                 1.4101,                 1.2716,             0.00084162,             0.00084162,             0.00084162
                    102,                0.81238,                 1.0442,                  1.184,                0.62239,                0.47672,                0.53252,                0.41272,                0.88427,                  1.538,                  1.281,              0.0008375,              0.0008375,              0.0008375
                    103,                0.78666,                0.99318,                 1.1731,                0.57425,                0.50133,                0.49158,                0.39129,                0.85513,                 1.4892,                 1.2446,             0.00083337,             0.00083337,             0.00083337
                    104,                0.78072,                0.99864,                 1.1852,                0.52993,                0.53001,                 0.5201,                0.41574,                0.84986,                 1.4217,                 1.2517,             0.00082925,             0.00082925,             0.00082925
                    105,                0.76354,                0.97124,                 1.1557,                 0.5554,                0.41483,                0.44565,                0.34527,                0.89892,                  1.676,                 1.2933,             0.00082513,             0.00082513,             0.00082513
                    106,                0.77102,                0.96901,                 1.1826,                0.52919,                0.54616,                0.52643,                0.39647,                 0.9125,                 1.4804,                 1.3123,               0.000821,               0.000821,               0.000821
                    107,                0.77861,                0.98762,                 1.1627,                0.54515,                0.38996,                0.46526,                 0.3591,                0.88945,                 1.5147,                 1.2471,             0.00081688,             0.00081688,             0.00081688
                    108,                0.78604,                0.96463,                 1.1762,                0.48488,                0.52429,                0.51466,                0.40898,                0.87517,                 1.4483,                 1.2582,             0.00081275,             0.00081275,             0.00081275
                    109,                0.76998,                 0.9489,                  1.172,                0.44114,                0.57137,                0.48019,                0.36245,                0.93613,                 1.5203,                 1.2819,             0.00080863,             0.00080863,             0.00080863
